time,internalTime,Leg1_s,Leg2_s,Leg3_s,Leg4_s,Leg5_s,Leg6_s,SGP.SPLC1.P1.s,SGP.SPLC1.P1.s.der,SGP.SPLC1.U1.alpha,SGP.SPLC1.U1.alpha.der,SGP.SPLC1.U1.beta,SGP.SPLC1.U1.beta.der,SGP.SPLC2.P1.s,SGP.SPLC2.P1.s.der,SGP.SPLC2.U1.alpha,SGP.SPLC2.U1.alpha.der,SGP.SPLC2.U1.beta,SGP.SPLC2.U1.beta.der,SGP.SPLC3.P1.s,SGP.SPLC3.P1.s.der,SGP.SPLC3.U1.alpha,SGP.SPLC3.U1.alpha.der,SGP.SPLC3.U1.beta,SGP.SPLC3.U1.beta.der,SGP.SPLC4.P1.s,SGP.SPLC4.P1.s.der,SGP.SPLC4.U1.alpha,SGP.SPLC4.U1.alpha.der,SGP.SPLC4.U1.beta,SGP.SPLC4.U1.beta.der,SGP.SPLC5.P1.s,SGP.SPLC5.P1.s.der,SGP.SPLC5.U1.alpha,SGP.SPLC5.U1.alpha.der,SGP.SPLC5.U1.beta,SGP.SPLC5.U1.beta.der,SGP.SPLC6.P1.s,SGP.SPLC6.P1.s.der,SGP.SPLC6.U1.alpha,SGP.SPLC6.U1.alpha.der,SGP.SPLC6.U1.beta,SGP.SPLC6.U1.beta.der,der(SGP.SPLC1.P1.s),der(SGP.SPLC1.P1.s.der),der(SGP.SPLC1.U1.alpha),der(SGP.SPLC1.U1.alpha.der),der(SGP.SPLC1.U1.beta),der(SGP.SPLC1.U1.beta.der),der(SGP.SPLC2.P1.s),der(SGP.SPLC2.P1.s.der),der(SGP.SPLC2.U1.alpha),der(SGP.SPLC2.U1.alpha.der),der(SGP.SPLC2.U1.beta),der(SGP.SPLC2.U1.beta.der),der(SGP.SPLC3.P1.s),der(SGP.SPLC3.P1.s.der),der(SGP.SPLC3.U1.alpha),der(SGP.SPLC3.U1.alpha.der),der(SGP.SPLC3.U1.beta),der(SGP.SPLC3.U1.beta.der),der(SGP.SPLC4.P1.s),der(SGP.SPLC4.P1.s.der),der(SGP.SPLC4.U1.alpha),der(SGP.SPLC4.U1.alpha.der),der(SGP.SPLC4.U1.beta),der(SGP.SPLC4.U1.beta.der),der(SGP.SPLC5.P1.s),der(SGP.SPLC5.P1.s.der),der(SGP.SPLC5.U1.alpha),der(SGP.SPLC5.U1.alpha.der),der(SGP.SPLC5.U1.beta),der(SGP.SPLC5.U1.beta.der),der(SGP.SPLC6.P1.s),der(SGP.SPLC6.P1.s.der),der(SGP.SPLC6.U1.alpha),der(SGP.SPLC6.U1.alpha.der),der(SGP.SPLC6.U1.beta),der(SGP.SPLC6.U1.beta.der),minsamplestep,binfilename
0,0,0.2613250968723329,0.2616956843866908,0.2616956843866908,0.2613250968723329,0.2617151025489075,0.2617151025489075,0.2613250968723329,0.7279645844491883,-0.9144806225029888,0.9298323095524497,0.8939657115054822,-0.1465067445658301,0.2616956843866908,0.4384575510923698,-0.7522126624356391,1.334167689889282,0.709269309969449,0.06069675152951435,0.2616956843866908,0.7789517013983751,1.061329281118783,-0.6303370519254921,1.347009543582712,-0.3471959163849564,0.2613250968723329,0.9750063667562751,0.9144806225002957,-0.6816012146753857,0.8939657115054822,0.01085274446757324,0.2617151025489075,-0.08004976701631022,0.4569587455450567,-0.9283597114230223,0.5584980178727328,0.7958633074653561,0.2617151025489075,0.01347372316116112,-0.4569587455471333,0.3914769867457077,0.5584980178727328,0.9144885944213307,0.7279645844491883,0.6898043699797924,0.9298323095524497,-0.854393870146587,-0.1465067445658301,0.5912538131060249,0.4384575510923698,0.9572474494728662,1.334167689889282,-1.115992037015404,0.06069675152951435,0.8375194313944586,0.7789517013983751,0.628704890335079,-0.6303370519254921,0.6787007258904615,-0.3471959163849564,0.5146839330166401,0.9750063667562751,0.3562623037462729,-0.6816012146753857,1.065644088432868,0.01085274446757324,0.2100572441837782,-0.08004976701631022,1.104521957441351,-0.9283597114230223,2.24704481351269,0.7958633074653561,0.4882982517631318,0.01347372316116112,1.109456846443602,0.3914769867457077,-1.154223295186718,0.9144885944213307,0.04934004651512949,0.025,(null)
0.001,0.001,0.2620530614567821,0.2621341419377832,0.2624746360880891,0.2623001032390892,0.2616350527818911,0.2617285762720686,0.2620530614567821,0.7286543888191681,-0.9135507901934363,0.9289673857822114,0.8938192047609164,-0.1459154907527241,0.2621341419377832,0.4394147985418427,-0.7508784947457499,1.333037661109337,0.7093300067209786,0.06153427096090881,0.2624746360880891,0.7795804062887102,1.060698944066857,-0.6296583511996016,1.346662347666327,-0.3466812324519398,0.2623001032390892,0.9753626290600214,0.9137990212856203,-0.6805355705869528,0.8939765642499498,0.01106280171175702,0.2616350527818911,-0.07894524505886888,0.4560303858336336,-0.9261126666095096,0.5592938811801982,0.7963414952532728,0.2617285762720686,0.01458318000760472,-0.4565672685603877,0.390322763450521,0.5594125064671541,0.9145379344678458,0.7286543888191681,0.673432686228546,0.9289673857822114,-0.875040712122289,-0.1459154907527241,0.5857068316950842,0.4394147985418427,0.9432964183857777,1.333037661109337,-1.14356665785652,0.06153427096090881,0.8279205464556609,0.7795804062887102,0.614255636250864,-0.6296583511996016,0.6957439176346681,-0.3466812324519398,0.5160528533169141,0.9753626290600214,0.3400183740615664,-0.6805355705869528,1.083759753548645,0.01106280171175702,0.2047043479427663,-0.07894524505886888,1.097422725753365,-0.9261126666095096,2.25717206017171,0.7963414952532728,0.4681060359823709,0.01458318000760472,1.102019364057825,0.390322763450521,-1.165424633790633,0.9145379344678458,0.02998573571688123,0.025,(null)
0.011,0.011,0.2693675153505055,0.2665686870314795,0.2702959651648116,0.2720666596543026,0.2608939362803179,0.2619229035148622,0.2693675153505055,0.7345605556282785,-0.9043034032918361,0.9192020287720448,0.892385624839476,-0.1403344796935564,0.2665686870314795,0.4481369962629246,-0.737603452150376,1.320252324936882,0.7099812243750006,0.06933024477199572,0.2702959651648116,0.7849905580302656,1.0544361225863,-0.6218594245721967,1.343218912181429,-0.3414639943268113,0.2720666596543026,0.977943490501331,0.9070450395516263,-0.6688079069652367,0.8940956552168702,0.01284700841481062,0.2608939362803179,-0.06833945477021162,0.4468825564664786,-0.9030675429746262,0.5672754798002002,0.8000114772746132,0.2619229035148622,0.02521859307953427,-0.4527181023276222,0.3781227268533804,0.5685564346792129,0.9138729181412951,0.7345605556282785,0.5069245841755532,0.9192020287720448,-1.075851305630623,-0.1403344796935564,0.5285228799961825,0.4481369962629246,0.799921487872986,1.320252324936882,-1.410153789286483,0.06933024477199572,0.7291349808627172,0.7849905580302656,0.4668630382585195,-0.6218594245721967,0.8624771712440025,-0.3414639943268113,0.5281186533618212,0.977943490501331,0.1755073639259096,-0.6688079069652367,1.259059932741883,0.01284700841481062,0.1508174566976876,-0.06833945477021162,1.021310276719735,-0.9030675429746262,2.348202158145204,0.8000114772746132,0.265843369654303,0.02521859307953427,1.022647059815873,0.3781227268533804,-1.270801807269192,0.9138729181412951,-0.1626782793654755,0.025,(null)
0.02100000000000001,0.02100000000000001,0.2767334681552181,0.2710839039261159,0.2781646902217579,0.2818515704753036,0.2602655036842473,0.2622300805815123,0.2767334681552181,0.7387778423613863,-0.8951730233023786,0.9074950541862898,0.8910051851181612,-0.1353508948006157,0.2710839039261159,0.4553918418599618,-0.7244785622749043,1.30489037447617,0.7107058288963592,0.07609990220393364,0.2781646902217579,0.7889019496496398,1.048258698775758,-0.6124262460319182,1.33982823048243,-0.3361286619312926,0.2818515704753036,0.9788618597492873,0.9004263564143816,-0.6553779495213428,0.8942301023390691,0.01407908308581842,0.2602655036842473,-0.05855277576215879,0.4379693168445326,-0.8791974021210495,0.5752846742857228,0.8016585281725613,0.2622300805815123,0.03500304418369428,-0.4490059627517132,0.3649341206978563,0.5776850709094156,0.9112913486487825,0.7387778423613863,0.3357657152821832,0.9074950541862898,-1.266115398120549,-0.1353508948006157,0.4685365058541121,0.4553918418599618,0.6499330622827931,1.30489037447617,-1.659584927387538,0.07609990220393364,0.6258279183050632,0.7889019496496398,0.3146097651001739,-0.6124262460319182,1.02245849448541,-0.3361286619312926,0.5373167241017328,0.9788618597492873,0.007620171690204458,-0.6553779495213428,1.423966085325119,0.01407908308581842,0.09649421355803914,-0.05855277576215879,0.9361424462974994,-0.8791974021210495,2.421811339237268,0.8016585281725613,0.06367432807922285,0.03500304418369428,0.9344678501353496,0.3649341206978563,-1.365089228217433,0.9112913486487825,-0.3531787485342989,0.025,(null)
0.03100000000000002,0.03100000000000002,0.2841338308625289,0.2756750421601855,0.2860656137797185,0.2916380671855215,0.2597208390047299,0.2626208599914092,0.2841338308625289,0.7412628899602429,-0.8861577082059674,0.8939240787791463,0.8896719013794397,-0.1309679293041012,0.2756750421601855,0.4611163217318721,-0.7115177613192285,1.287121307237582,0.711503670556675,0.08182334439264574,0.2860656137797185,0.7912690475834842,1.042192671547771,-0.6014329274080646,1.336491209894878,-0.3307240415039601,0.2916380671855215,0.9780868643780055,0.8939491665681428,-0.6403673171622585,0.894374474515595,0.01477751330524733,0.2597208390047299,-0.04964845776595523,0.4292980926436583,-0.8546809232194554,0.5833012536365971,0.8012885166074428,0.2626208599914092,0.04387685411452716,-0.4454193028669529,0.3508450978774088,0.5867793583846003,0.9068187801155609,0.7412628899602429,0.1605923118213676,0.8939240787791463,-1.445530878312953,-0.1309679293041012,0.4062151599370606,0.4611163217318721,0.4939650345259701,1.287121307237582,-1.891363981299517,0.08182334439264574,0.5188513484370949,0.7912690475834842,0.1581176863637036,-0.6014329274080646,1.175459409328568,-0.3307240415039601,0.5438260665406334,0.9780868643780055,-0.1630598335031545,-0.6403673171622585,1.578557214510245,0.01477751330524733,0.04205886786948417,-0.04964845776595523,0.8423502211089191,-0.8546809232194554,2.479416334484311,0.8012885166074428,-0.1374198834645402,0.04387685411452716,0.837947079697551,0.3508450978774088,-1.449080738276525,0.9068187801155609,-0.540737524217326,0.025,(null)
0.04100000000000003,0.04100000000000003,0.2915511100194261,0.2803061153456566,0.2939831115813976,0.3014090992305989,0.2592608239083937,0.2630958536200474,0.2915511100194261,0.7419788764950866,-0.8772963767766898,0.8786183541859565,0.8883795544032091,-0.1272299646305042,0.2803061153456566,0.4652540221346431,-0.6987454430565889,1.267123718292001,0.7123437280015137,0.08646582355241768,0.2939831115813976,0.7920527311757878,1.036243432039962,-0.5889373879422309,1.333218779556175,-0.3252556028896688,0.3014090992305989,0.9755936128330067,0.8876186946530178,-0.6238446454541888,0.894523329136634,0.0149216128155766,0.2592608239083937,-0.04173281074882791,0.4208746722070143,-0.8296580597347917,0.5913051487802248,0.7989267473860426,0.2630958536200474,0.05174137056163687,-0.4419874299399391,0.3359821888991441,0.5958205301895301,0.9004883010324716,0.7419788764950866,-0.01792542879715231,0.8786183541859565,-1.613940001605118,-0.1272299646305042,0.3420764201764263,0.4652540221346431,0.3327022128907251,1.267123718292001,-2.105219625849088,0.08646582355241768,0.4090833835065462,0.7920527311757878,-0.001953647869669173,-0.5889373879422309,1.321296682443173,-0.3252556028896688,0.5477911806909619,0.9755936128330067,-0.3359207615002672,-0.6238446454541888,1.722905177097686,0.0149216128155766,-0.01211406319236622,-0.04173281074882791,0.7404487984034629,-0.8296580597347917,2.522385058548652,0.7989267473860426,-0.3365137619753051,0.05174137056163687,0.7336312739878644,0.3359821888991441,-1.523724576516821,0.9004883010324716,-0.7246277336552552,0.025,(null)
0.05100000000000004,0.05100000000000004,0.2989674745428145,0.2849712395197079,0.3019011983206739,0.3111473950330565,0.2588855539949025,0.2636548837568972,0.2989674745428145,0.7408958272300735,-0.868595697121776,0.8616835328080045,0.8871318348339314,-0.1241405356721498,0.2849712395197079,0.4677556028866692,-0.6861825996854007,1.245086991567222,0.7132252395446054,0.09000000664095527,0.3019011983206739,0.7912206377956941,1.030415498328559,-0.5750217749311106,1.329990901167381,-0.3197684905888543,0.3111473950330565,0.9713634533988617,0.8814705992479551,-0.6059294829783846,0.8946712464882448,0.01453704034305286,0.2588855539949025,-0.03486941052436834,0.4127021020237778,-0.8042687806868027,0.5992764151167586,0.7945776084608032,0.2636548837568972,0.05852628236730864,-0.4387076311218109,0.3204153980910141,0.6047798476288858,0.8923404642662425,0.7408958272300735,-0.1990894126516703,0.8616835328080045,-1.771287339718561,-0.1241405356721498,0.2765883743652231,0.4677556028866692,0.166873289077446,1.245086991567222,-2.30111707377135,0.09000000664095527,0.29737145738697,0.7912206377956941,-0.1649131854450251,-0.5750217749311106,1.459865437921757,-0.3197684905888543,0.5494229954795811,0.9713634533988617,-0.5103274296934431,-0.6059294829783846,1.857240653092379,0.01453704034305286,-0.06573288490498107,-0.03486941052436834,0.6310321321719768,-0.8042687806868027,2.552103907502871,0.7945776084608032,-0.5327492164547964,0.05852628236730864,0.6221422531216417,0.3204153980910141,-1.589800391335859,0.8923404642662425,-0.9041757594178125,0.025,(null)
0.06100000000000005,0.06100000000000005,0.3063648253563315,0.2896538589756988,0.3098035965572063,0.3208355253658819,0.2585636529650034,0.2642664569562784,0.3063648253563315,0.737990862808826,-0.8600716500057222,0.8432301944711057,0.8859019523036106,-0.1216987193247732,0.2896538589756988,0.4685792005801687,-0.6738485157186864,1.221169274870736,0.714137046339301,0.09241058079939049,0.3098035965572063,0.7887474477233104,1.024743411574959,-0.5597691254828965,1.326817940853648,-0.3142749076348023,0.3208355253658819,0.9653841814636362,0.8755067423010591,-0.5867332152730194,0.8948128621910297,0.01360952731907379,0.2585636529650034,-0.02913500495115909,0.4047948790926532,-0.778658011955271,0.6071954094170994,0.7882836993599663,0.2642664569562784,0.06416325211999868,-0.4355863117912324,0.3042125509905879,0.613660010650053,0.8824208059976425,0.737990862808826,-0.382179697146083,0.8432301944711057,-1.917620237297052,-0.1216987193247732,0.2102016817935614,0.4685792005801687,-0.002756372191939027,1.221169274870736,-2.479199759203007,0.09241058079939049,0.1845362547458291,0.7887474477233104,-0.3300445721813313,-0.5597691254828965,1.591120113088185,-0.3142749076348023,0.5489032773602296,0.9653841814636362,-0.6856265562952714,-0.5867332152730194,1.981841653028269,0.01360952731907379,-0.1184613534638798,-0.02913500495115909,0.5147666105120406,-0.778658011955271,2.569982294223013,0.7882836993599663,-0.7253386043982999,0.06416325211999868,0.5041704564167924,0.3042125509905879,-1.648091979594989,0.8824208059976425,-1.078787981272811,0.025,(null)
0.07100000000000005,0.07100000000000005,0.3137248672414883,0.2943370342696989,0.3176738081897184,0.3304559685613811,0.2582937755660167,0.2649290049194077,0.3137248672414883,0.7332483878877191,-0.8517385562299421,0.8233627043836064,0.8846934269983352,-0.1199365124806126,0.2943370342696989,0.4676907588808688,-0.6617620680139338,1.195558309476307,0.7150678728365657,0.09369025335370755,0.3176738081897184,0.784615105622586,1.019229527275226,-0.5432266076538771,1.323699868933324,-0.3087954545622587,0.3304559685613811,0.9576501944456541,0.8697411455128518,-0.5663251227553199,0.8949428977550875,0.0121706146151766,0.2582937755660167,-0.0245944750941737,0.3971343924602508,-0.7529073144894626,0.6150428586119314,0.7800850883624851,0.2649290049194077,0.06859115990156316,-0.4326190992102582,0.2874606940643702,0.6224227102265589,0.870782478663605,0.7332483878877191,-0.5664604440089089,0.8233627043836064,-2.053074812818592,-0.1199365124806126,0.1433919123398031,0.4676907588808688,-0.1753920046053703,1.195558309476307,-2.639826950858085,0.09369025335370755,0.07135885178532052,0.784615105622586,-0.496612294991316,-0.5432266076538771,1.715024324275574,-0.3087954545622587,0.5464367000551413,0.9576501944456541,-0.8611518702337286,-0.5663251227553199,2.096982556303962,0.0121706146151766,-0.1700482921174138,-0.0245944750941737,0.3923840051337941,-0.7529073144894626,2.577230749818643,0.7800850883624851,-0.9135732227686453,0.06859115990156316,0.3804676196154324,0.2874606940643702,-1.699406145275665,0.870782478663605,-1.247918652819374,0.025,(null)
0.08100000000000006,0.08100000000000006,0.3210291823083409,0.2990035215091078,0.3254951878763305,0.3399809519076563,0.2580637186239186,0.2656301906067234,0.3210291823083409,0.7266602210785489,-0.8436097268814966,0.8022054250371292,0.8834995796717273,-0.11882995847796,0.2990035215091078,0.465064286346912,-0.649937991739591,1.168425601965264,0.7160064050797819,0.09383931238938843,0.3254951878763305,0.7788129824658593,1.013886615554583,-0.5254950277094596,1.320646721892243,-0.3033486309905461,0.3399809519076563,0.9481625970459864,0.8641842489177775,-0.5448232359570062,0.8950561889877454,0.01021213735870232,0.2580637186239186,-0.0213050888922988,0.3897315500395835,-0.7271371482712722,0.622789540786307,0.7700283512613207,0.2656301906067234,0.07175667775535144,-0.4298323227698755,0.2702449944855748,0.6310719861898049,0.8574815493041898,0.7266602210785489,-0.7511857136753389,0.8022054250371292,-2.17789056550799,-0.11882995847796,0.07655311237526277,0.465064286346912,-0.3502166627501658,1.168425601965264,-2.783510753078906,0.09383931238938843,-0.04142762555153789,0.7788129824658593,-0.6638676964931173,-0.5254950277094596,1.831645230830021,-0.3033486309905461,0.5422393570740091,0.9481625970459864,-1.036229082806668,-0.5448232359570062,2.203057266141525,0.01021213735870232,-0.2202031492803501,-0.0213050888922988,0.2646738374660913,-0.7271371482712722,2.575147790211515,0.7700283512613207,-1.096824070027656,0.07175667775535144,0.2518389539796048,0.2702449944855748,-1.744588001452016,0.8574815493041898,-1.411109011062892,0.025,(null)
